"name","pos","team","projections","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"RYANMATHEWS","RB","SD",169.331288576626,46.1611499334383,1.09861228866811,6.2739,9.24322261366209,3.29432616443302,29.25,30,9,1
"FRANKGORE","RB","SF",168.537287038165,45.3671483949765,7.39079852173568,11.6239,14.8202320348557,4.8276307964677,18.15,19,7,1
"SHANEVEREEN","RB","NE",166.438150305924,43.2680116627363,9.17003907520266,10.1152,22.9857635676023,5.66619932708088,14.65,15,7,10
"PIERREGARCON","WR","WAS",186.880905384785,42.7238389829466,8.09620827165004,4.2826,10.8582650383409,3.20532087899841,21.1,24,20,7
"CHRISJOHNSON","RB","NYJ",165.469991896751,42.2998532535633,8.55236726642389,14.1804,13.914433154103,5.09429128461877,9.8,10,7,9
"BENTATE","RB","CLE",165.046760080578,41.8766214373895,8.37378460812088,10.5739,17.0445354899148,4.95985322247162,13.15,14,4,2
"TRENTRICHARDSON","RB","IND",164.956132362162,41.7859937189739,9.40368429205187,11.0565,17.3293101085786,5.06967470056005,6.25,7,4,1
"MICHAELCRABTREE","WR","SF",185.901816137226,41.7447497353882,9.7091743828898,12.5217,17.6589546759013,5.33328162477283,17.3,20,20,3
"COLINKAEPERNICK","QB","SF",288.785979159928,41.1786125001003,10.6599615829564,11.1391,25.2243923040994,6.11251478369283,6.3,8,15,4
"NICKFOLES","QB","PHI",288.549804300777,40.9424376409493,9.78492921641199,12.8152,15.9429280177067,5.15350527597092,11.05,14,6,1
"VERNONDAVIS","TE","SF",161.97479946503,39.4673883795761,9.72704865890033,9.7652,20.2039887941576,5.25045159033209,19.2,20,11,10
"KEENANALLEN","WR","SD",183.599998024631,39.4429316227923,0,4.3413,5.14167908754384,2.46807374994679,31.15,36,16,3
"JOIQUEBELL","RB","DET",161.781182054058,38.6110434108701,6.17586727010576,11.4478,12.7644314991125,4.53281202990478,14.85,16,2,2
"VICTORCRUZ","WR","NYG",180.912611145173,36.7555447433351,8.97689392766608,7.6152,17.578938036753,4.58417019666839,19.15,22,16,11
"WESWELKER","WR","DEN",180.356165218405,36.1990988165669,7.76937860951398,8.1478,14.3847357365306,4.24747010307886,21.6,25,16,11
"ANDREWLUCK","QB","IND",282.785477007986,35.1781103481588,7.72797554210556,8.9978,13.6280721307161,4.27668283489855,16.55,21,4,5
"CORDARRELLEPATTERSON","WR","MIN",178.187213553626,34.0301471517882,8.94324493313279,10.1152,17.316749736269,4.92632371954456,17.45,20,12,3
"MATTHEWSTAFFORD","QB","DET",279.30922620598,31.7018595461526,7.60489448081162,7.9739,17.7634304432199,4.66225060888351,19,24,1,1
"RODDYWHITE","WR","ATL",174.85956742464,30.7025010228018,6.40191719672719,9.5978,7.55856579336838,3.57486741169668,16.2,17,11,3
"CAMNEWTON","QB","CAR",278.07491409558,30.4675474357527,8.29704514908183,16.1043,17.2571021901129,5.82019152545025,14.25,18,1,5
"PIERRETHOMAS","RB","NO",153.462498694214,30.292360051026,5.54517744447956,10.1152,8.32021290265674,3.75216568191527,5.4,6,1,1
"ROBERTGRIFFIN","QB","WAS",276.282047300375,28.6746806405476,7.82324569068552,9.7891,14.662583167466,4.53082853268634,13.05,17,1,8
"MICHAELFLOYD","WR","ARI",172.537139285448,28.3800728836096,8.52516136106541,9.4652,9.774837868586,3.84415522413005,10.85,11,9,2
"TORREYSMITH","WR","BAL",171.489578600958,27.3325121991195,8.63355299253243,10.8804,12.0817338329693,4.35829018113183,11,12,9,1
"KNOWSHONMORENO","RB","MIA",148.572618357098,25.4024797139094,9.3640909717821,15.7891,35.2638067818833,8.12283358325094,9.05,10,1,1
"JASONWITTEN","TE","DAL",147.193808008663,24.6863969232093,8.37793112408273,10.0739,7.88041425430443,3.68854891143851,9.8,10,3,2
"TOMBRADY","QB","NE",271.919715978024,24.3123493181968,6.5875500148248,9.7065,12.843227895579,4.28094508762035,13.2,17,1,2
"STEVENJACKSON","RB","ATL",146.35424310669,23.1841044635019,8.86545282575362,11.5065,28.8198427407694,6.63707669272985,7.95,9,1,3
"MAURICEJONESDREW","RB","OAK",146.048058359594,22.8779197164055,9.13970329237674,13.6565,23.4657041441791,6.26197633172147,1,1,1,1
"STEVANRIDLEY","RB","NE",144.829197607548,21.6590589643598,6.07993319509559,14.4891,15.7527316650387,5.38068616488639,8.6,9,1,1
"JORDANCAMERON","TE","CLE",143.950027580098,21.4426164946446,7.0057890192535,13.7891,9.35970523207061,4.44093381756843,13.4,14,2,1
"PERCYHARVIN","WR","SEA",165.474719581412,21.3176531795739,8.1318247850072,8.7652,19.783829243945,5.04506671214853,18.15,19,4,2
"DESEANJACKSON","WR","WAS",164.404797790537,20.2477313886984,0,6.8739,8.21031020354243,3.24984782007632,19,20,4,1
"FREDJACKSON","RB","BUF",142.307093450645,19.1369548074565,6.97260625130175,16.113,16.7714130585989,5.75811293194477,4.75,5,1,1
"JULIANEDELMAN","WR","NE",163.072259403889,18.915193002051,7.43779512167193,13.0478,13.3768639180209,4.85362022025925,12.75,13,4,2
"JEREMYMACLIN","WR","PHI",160.993796548213,16.836730146375,8.2684753889826,12.5978,16.4992734384135,5.19338581926335,10.05,11,2,1
"MATTRYAN","QB","ATL",264.317980326451,16.7106136666233,5.93224518744801,13.9043,13.5143955179019,5.00051492576107,12.65,16,1,1
"MARQUESCOLSTON","WR","NO",160.00332609488,15.8462596930421,6.49978704065585,10.6565,8.96332417385067,3.91759169538622,7.2,8,1,1
"GREGOLSEN","TE","CAR",138.334060265775,15.8266491803217,4.88280192258637,13.6717,4.05847129300074,3.73138353873879,8.55,9,1,1
"MIKEWALLACE","WR","MIA",159.778125529298,15.6210591274599,6.48616078894409,8.9152,7.35473170549555,3.44549987825504,5.4,6,1,1
"JORDANREED","TE","WAS",137.800531193471,15.2931201080171,9.02437217426203,8.5239,14.8716633746121,4.36764156144617,4.8,5,1,5
"DENNISPITTA","TE","BAL",137.512210179038,15.0047990935845,8.74830491237962,16.5043,14.2318768770828,5.48558220753846,5,6,1,1
"TYHILTON","WR","IND",158.097568405813,13.9405020039749,3.85014760171006,10.7565,10.1891218034235,4.09262816322506,15.45,16,1,1
"DANNYWOODHEAD","RB","SD",136.961803133627,13.7916644904391,4.85203026391962,18.4217,13.7793316260087,5.7151820201952,4.8,5,1,1
"RUSSELLWILSON","QB","SEA",260.097564982336,12.4901983225083,7.93666015522543,15.0804,18.278335980452,5.79932797975038,6.7,9,1,1
"KYLERUDOLPH","TE","MIN",134.762124641153,12.2547135556994,8.82335348511379,14.5956,16.04396439172,5.43472905601434,4.85,5,1,1
"KENDALLWRIGHT","WR","TEN",155.469634088089,11.3125676862506,5.55682806169954,8.6478,10.6484061883776,3.83510788142963,9,10,1,1
"TONYROMO","QB","DAL",257.19024176125,9.58287510142307,6.68586094706836,10.5565,15.8190813802283,4.79729692901197,8.3,11,1,1
"ERICDECKER","WR","NYJ",153.650315811404,9.4932494095662,8.6436496153688,9.8978,20.7036427495907,5.33562532654498,7.65,8,1,3
"EMMANUELSANDERS","WR","DEN",152.72349223332,8.56642583148158,8.91314653915181,12.2478,21.6256461505448,5.80974800488553,5.75,6,1,2
"GOLDENTATE","WR","DET",150.999920282431,6.84285388059263,8.23536064375335,15.3891,20.6984098741175,6.1616516595506,8.5,9,1,1
"JAYCUTLER","QB","CHI",252.947595122671,5.34022846284319,6.7900972355139,11.9891,15.5817057831006,4.98199289524838,5.3,7,1,1
"SAMMYWATKINS","WR","BUF",148.769608036834,4.61254163499564,8.45254799792271,10.4565,19.9804723305925,5.32535442814553,4.8,5,1,5
"DEANGELOWILLIAMS","RB","CAR",127.054393508161,3.88425486497265,4.11087386417331,12.2891,16.4262524765726,5.13738123931356,4.1,5,1,1
"DARRENSPROLES","RB","PHI",126.88199292927,3.71185428608192,3.3322045101752,16.2978,15.3502433089139,5.60045434660941,5,6,1,1
"REGGIEWAYNE","WR","IND",145.568871856784,1.41180545494618,8.24643378616036,16.063,23.8861641226785,6.67914747617392,8.4,9,1,2
"TERRANCEWILLIAMS","WR","DAL",145.131232434295,0.974166032456424,6.94022246911964,12.4152,16.6638535244917,5.18737529956872,6.3,7,1,1
"PHILIPRIVERS","QB","SD",246.687182219765,-0.92018444006257,1.38629436111989,15.2565,10.1864260801183,4.76974648069795,8.25,11,1,1
"DWAYNEBOWE","WR","KC",141.771094914436,-2.38597148740257,5.87773578177964,10.4391,13.8953943383038,4.52855781008737,4.35,5,1,1
"CECILSHORTS","WR","JAC",141.699994885675,-2.45707151616369,7.03790596344718,17.2978,18.1326655588156,6.11414338528604,5.2,6,1,1
"BENROETHLISBERGER","QB","PIT",243.187322637047,-4.42004402278062,5.3890717298165,15.3304,14.7466375998056,5.37603539690657,3.95,5,1,1
"MARTELLUSBENNETT","TE","CHI",117.134696424388,-5.37271466106567,3.36729582998647,14.6304,8.79142474207314,4.49342307333925,3.95,4,1,1
"CHARLESCLAY","TE","MIA",115.62541219082,-6.88199889463372,5.6937321388027,17.063,12.6588102965879,5.36438947025505,2.1,3,1,1
"ZACHERTZ","TE","PHI",115.149009430828,-7.35840165462534,2.63905732961526,20.3108,9.22547908163659,5.40525055897394,4.8,5,1,1
"TERRANCEWEST","RB","CLE",115.574029492134,-7.59610915105458,5.4249500174814,15.8891,23.8523227006153,6.64855029961251,5.05,6,1,1
"RILEYCOOPER","WR","PHI",136.090896850347,-8.06616955149144,2.19722457733622,16.2891,10.5525934894072,4.97299261925676,5.3,6,1,1
"ALEXSMITH","QB","KC",238.211658819085,-9.39570784074226,5.86078622346587,23.2,16.0919580247846,6.73637594352365,1.15,2,1,1
"LAMARMILLER","RB","MIA",112.17894849323,-10.9911901499584,5.06259503302697,12.4978,22.2247406957997,5.92557439697975,2.8,3,1,1
"MIKEEVANS","WR","TB",132.018589099369,-12.1384773024693,5.48479693349065,11.7065,16.7178529465616,5.08772886431165,4.9,5,1,1
"KHIRYROBINSON","RB","NO",110.384601937967,-12.7855367052211,7.55642796944025,20.8717,32.794810645063,8.56577934782867,1,2,1,1
"JAMESJONES","WR","OAK",131.180885378649,-12.9761810231888,6.51323011091231,13.9478,19.3526742770633,5.76903055365086,3.65,4,1,1
"BRIANHARTLINE","WR","MIA",130.844085231966,-13.3129811698721,4.96284463025991,17.7,14.6129630970652,5.71532996220827,1.1,2,1,1
"LADARIUSGREEN","TE","SD",109.187759865264,-13.3196512201895,5.76205138278018,16.62495,15.9622259177722,5.7295776377756,2.75,3,1,1
"KENNYSTILLS","WR","NO",130.427870964941,-13.7291954368971,3.80666248977032,15.4565,13.4713534026838,5.22857943796782,2,3,1,1
"ERICEBRON","TE","DET",108.68439020238,-13.8230208830733,7.07749805356923,23.1673,19.0226045487195,7.11393819175723,0.95,1,1,1
"DARRENMCFADDEN","RB","OAK",109.32476241557,-13.8453762276184,2.89037175789616,14.5478,19.078909213729,5.82363021847241,3.35,4,1,1
"ANTONIOGATES","TE","SD",108.400151635123,-14.1072594503306,3.58351893845611,12.35,11.1740790158598,4.46107682519182,1.35,2,1,1
"HEATHMILLER","TE","PIT",107.884247021224,-14.62316406423,2.07944154167984,9.85,8.66516978545223,3.75726119842754,1,2,1,1
"DELANIEWALKER","TE","TEN",107.35625,-15.1511610854537,0,16.7,3.85934011696208,4.16130178192391,1.05,2,1,1
"ANDYDALTON","QB","CIN",231.675488680048,-15.9318779797793,0,13.4478,9.3096071422406,4.38301305783472,3.35,5,1,1
"MARVINJONES","WR","CIN",127.837091891798,-16.3199745100405,1.79175946922805,20.8869,12.6822358141432,5.94313080382671,4.3,5,1,1
"CHRISIVORY","RB","NYJ",105.89859997967,-17.2715386635177,0.693147180559945,24.4629,17.092760755305,7.05712116618628,5.05,6,1,1
"DEANDREHOPKINS","WR","HOU",126.849663307876,-17.3074030939627,3.29583686600433,13.7891,14.4600619935442,5.1065927257704,3.65,4,1,1
"JOSHGORDON","WR","CLE",125.723880660145,-18.4331857416932,8.90585118120802,23.5804,37.8180563607487,9.6291661828882,2.3,3,1,1
"RUEBENRANDLE","WR","NYG",125.518944110273,-18.6381222915655,0.693147180559945,16.5304,10.6380125149323,5.02046830083845,3.1,4,1,1
"ANQUANBOLDIN","WR","SF",124.366129580214,-19.7909368216247,0,15.213,11.1133320634979,4.88417016472472,4.6,5,1,1
"CHRISTOPHERIVORY","RB","NYJ",101.99,-21.1801386431881,NA,18.2,NA,6.46848288327495,1,1,1,1
"HAKEEMNICKS","WR","IND",122.956456530621,-21.2006098712175,2.70805020110221,18.6456,15.218368743391,5.93670185925463,4.45,5,1,1
"KELVINBENJAMIN","WR","CAR",122.303029283231,-21.8540371186072,1.79175946922805,16.7717,12.9486347873875,5.35836020880406,2.4,3,1,1
"GREGJENNINGS","WR","MIN",121.415666522038,-22.7413998798007,3.76120011569356,20.5,16.0101139908497,6.31921221117705,1.3,2,1,1
"TAVONAUSTIN","WR","STL",121.093911973428,-23.0631544284099,4.46590811865458,14.1304,18.1777218897935,5.643175136443,3.3,4,1,1
"JAREDCOOK","TE","STL",98.0092670469596,-24.498144038494,0,15.4,8.31878773335866,4.54760061503877,0.5,1,1,1
"BRANDINCOOKS","WR","NO",118.400387125073,-25.7566792767656,4.57471097850338,16.9804,19.9971500536416,6.30969717743505,4.4,5,1,1
"JEREMYHILL","RB","CIN",96.776026297567,-26.3941123456211,0,17.8391,15.8074279650121,5.89216358441041,1.1,2,1,1
"DWAYNEALLEN","TE","IND",95.4281819619106,-27.0792291235431,4.20469261939097,14.6,16.4942075025869,5.49415370136369,0.5,1,1,1
"GARRETTGRAHAM","TE","HOU",95.3064644109539,-27.2009466744997,4.93447393313069,20.1,18.0378631256142,6.52363869388069,0.5,1,1,1
"DANNYAMENDOLA","WR","NE",116.875012307731,-27.2820540941072,3.25809653802148,16.2978,17.5742876779798,5.89071932526502,3.7,4,1,1
"BERNARDPIERCE","RB","BAL",95.6364141138618,-27.5337245293263,2.484906649788,11.7739,22.905906635996,5.90549251573016,3.55,4,1,1
"JARRETTBOYKIN","WR","GB",116.36585247641,-27.7912139254284,0,14.3739,9.0246436848439,4.48524519831306,1.9,2,1,1
"ODELLBECKHAM","WR","NYG",114.931392275291,-29.2256741265477,0,13,11.6622127845126,4.62264104767254,1.2,2,1,1
"STEVESMITH","WR","BAL",114.834375,-29.3226914018382,0,11.7739,10.2382553303686,4.2522091608711,2.4,3,1,1
"AARONDOBSON","WR","NE",114.66664982234,-29.4904165794981,6.14203740558736,12.3326,24.3893336404279,6.18320955629547,2.6,3,1,1
"RYANTANNEHILL","QB","MIA",217.76583389305,-29.8415327667778,2.39789527279837,10.16195,16.6510312143122,4.84647747618904,1.9,3,1,1
"JUSTINHUNTER","WR","TEN",113.404284567193,-30.7527818346455,4.84418708645859,16.02715,20.8033874659759,6.27141025735274,1.1,2,1,1
"DOUGBALDWIN","WR","SEA",112.06875,-32.0883164018383,3.63758615972639,28.9,18.0182570326748,7.84591035960629,0.5,1,1,1
"TYLEREIFERT","TE","CIN",89.6811100213394,-32.8263010641142,0,16.3,9.16041790195146,4.79293766926247,1,2,1,1
"HARRYDOUGLAS","WR","ATL",110.801540782728,-33.3555256191102,0,24.4,10.5610533667,6.19518397607138,0.5,1,1,1
"JACEAMARO","TE","NYJ",89.0689561332269,-33.4384549522267,1.6094379124341,13.1,14.0333877229322,4.94716325632178,1,1,1,1
"ROBERTWOODS","WR","BUF",109.455645694867,-34.7014207069716,3.91202300542815,18.3,20.2044431110727,6.5354158110575,1.05,2,1,1
"SAMBRADFORD","QB","STL",212.369506334993,-35.2378603248344,4.969813299576,19.9,23.027822767873,7.14477964433961,0.55,1,1,1
"JONATHANSTEWART","RB","CAR",86.4876381707934,-36.6825004723947,0,13.2239,14.1519194653436,4.98128610898489,1,1,1,1
"CARSONPALMER","QB","ARI",210.48212982545,-37.1252368343769,2.19722457733622,14.6,17.9233417802437,5.68067319547535,1,2,1,1
"SHONNGREENE","RB","TEN",84.8831264845852,-38.2870121586029,0,24,14.0537441908287,6.59080325785284,5.2,6,1,1
"LEGARRETTEBLOUNT","RB","PIT",84.6148209473475,-38.5553176958406,1.79175946922805,12.4478,24.6449607551929,6.23391525540544,4.2,5,1,1
"JOEFLACCO","QB","BAL",209.015831156318,-38.5915355035095,0,17.5,9.18755860233983,4.9771385670711,1.05,2,1,1
"RODSTREATER","WR","OAK",105.477139799263,-38.6799266025748,0,23.6,12.082374393394,6.27329583148451,1,1,1,1
"SCOTTCHANDLER","TE","BUF",83.2905195926868,-39.2168914927668,0,6.5,11.2766162080067,3.59374799724886,1,1,1,1
"MARKUSWHEATON","WR","PIT",104.654361285762,-39.5027051160764,1.09861228866811,15.9152,17.2273608395348,5.78784111474836,2.25,3,1,1
"NATEWASHINGTON","WR","TEN",104.552711992376,-39.6043544094626,1.38629436111989,13,17.4055556574772,5.37221750379922,1,1,1,1
"JERRICHOCOTCHERY","WR","CAR",103.294403432389,-40.8626629694491,2.19722457733622,22.7,18.4480652991377,6.9686022855039,0.55,1,1,1
"ROYHELU","RB","WAS",82.1814269197849,-40.9887117234032,0,25.8,14.4342607026217,6.91145337130677,1,1,1,1
"DEVONTAFREEMAN","RB","ATL",82.0172549832345,-41.1528836599536,5.7037824746562,14.3804,36.2008237484586,8.03304748790197,3.4,4,1,1
"MARQISELEE","WR","JAC",102.725250584024,-41.431815817814,2.63905732961526,20.7,20.2736105053862,6.90576041080957,1,2,1,1
"TREMASON","RB","STL",81.6124122424394,-41.5577264007487,5.64190707093811,23.9347,35.6486049804697,9.39936573919611,2.8,3,1,1
"COBYFLEENER","TE","IND",80.2309676679092,-42.2764434175444,0,15.3,13.2832155058219,5.18046423641897,1,2,1,1
"MARCEDESLEWIS","TE","JAC",80.1066858473541,-42.4007252380996,0,11,10.5827183923333,4.18065599186194,1,1,1,1
"JACQUIZZRODGERS","RB","ATL",80.0236638253512,-43.1464748178369,0,15.6,19.5162924354014,6.03912164998827,1,1,1,1
"MIKETOLBERT","RB","CAR",79.3314933001994,-43.8386453429887,0,12.5,7.72250884474358,4.03318706119132,1,1,1,1
"MYCHALRIVERA","TE","OAK",77.9723632898392,-44.5350477956145,4.12713438504509,NA,22.5613404925645,7.18744679649378,1,1,1,1
"DENARIUSMOORE","WR","OAK",99.5507678476163,-44.606298554222,0,23.6,13.8449288034077,6.50333072886241,1,1,1,1
"DAVIDWILSON","RB","NYG",78.2301300490388,-44.9400085941493,0,19.3978,21.6394293622776,6.88797166419809,1,2,1,1
"ELIMANNING","QB","NYG",202.640771051129,-44.9665956086987,0,14.5652,14.4946884360149,5.227952917026,1.55,2,1,1
"ANDREWHAWKINS","WR","CLE",99.1812266338458,-44.9758397679925,5.52942908751142,22.1,27.1308108654033,8.0114773744005,1,1,1,1
"ROBERTHOUSLER","TE","ARI",77.3375,-45.1699110854537,2.07944154167984,NA,17.1333069876581,5.77059733849008,1,1,1,1
"TIMOTHYWRIGHT","TE","TB",77.3125,-45.1949110854537,0,NA,7.60893115577565,3.28450237923303,1,1,1,1
"STEPFANTAYLOR","RB","ARI",76.9290311367991,-46.241107506389,3.36729582998647,31.6,28.6310958555273,9.63749765118763,1,1,1,1
"MARKINGRAM","RB","NO",76.8078116214257,-46.3623270217624,3.36729582998647,20.5,28.5762195539497,7.95924260526013,1,1,1,1
"DEXTERMCCLUSTER","RB","TEN",76.4170140401697,-46.7531246030184,0.693147180559945,31.2,21.6611067872125,8.66760930286001,1,1,1,1
"CJANDERSON","RB","DEN",74.8138471602571,-48.356291482931,0,17.69235,11.8002804900077,5.34708879826943,1,1,1,1
"JOHNNYMANZIEL","QB","CLE",199.095704722901,-48.5116619369267,7.28756064030972,14.54455,42.2188757108206,8.84318944376065,2,3,1,1
"BRENTCELEK","TE","PHI",72.9474704700987,-49.5599406153549,0,NA,13.1195217095896,4.72290124548805,0.6,1,1,1
"CHRISGIVENS","WR","STL",93.2998194030429,-50.8572469987954,0,35.4,18.4055230331822,8.87502129027053,1,1,1,1
"AUSTINSEFERIANJENKINS","TE","RIA",71.5126183786086,-50.994792706845,0,16.9,15.4361887335912,5.70233183512954,1,1,1,1
"DANARIOALEXANDER","WR","SDC",93.125,-51.0320664018383,NA,NA,NA,NA,1,1,1,1
"JORDANMATTHEWS","WR","PHI",93.1032572969993,-51.053809104839,4.53259949315326,20.1456,26.2466118136499,7.60184577873702,0.55,1,1,1
"CHRISTINEMICHAEL","RB","SEA",71.4884365599369,-51.6817020832512,3.95124371858143,16.4978,31.9505548643274,7.79710772414463,0.95,1,1,1
"ADRIENROBINSON","TE","NYG",70.429394919352,-52.0780161661017,0.693147180559945,8.5,18.2193331300128,4.80095526991121,1,1,1,1
"JEREMYKERLEY","WR","NYJ",92.0174632883316,-52.1396031135066,0,NA,8.59221481092872,3.54116345411553,1,1,1,1
"LEVINETOILOLO","TE","ATL",70.0977423661264,-52.4096687193273,0,9.4,13.6316724050838,4.33770349054743,1,1,1,1
"DONNIEAVERY","WR","KC",91.5118968385596,-52.6451695632787,0,NA,4.60884608143741,2.50140682396444,1,1,1,1
"AHMADBRADSHAW","RB","IND",70.293813565931,-52.8763250772571,0.693147180559945,14.8152,23.0300840880505,6.37956362323072,1,1,1,1
"MARCELREECE","RB","OAK",70.2077955679184,-52.9623430752697,0,4.2,8.76008871831094,2.91904787861886,1,1,1,1
"ANDREBROWN","RB","HOU",70.0604394078986,-53.1096992352895,0,11.05,13.2886946445895,4.54134641881944,1,1,1,1
"ALLENROBINSON","WR","JAC",90.6371783509287,-53.5198880509096,0,17.9,15.0189680418352,5.79842835493213,1,1,1,1
"KNILEDAVIS","RB","KC",68.8569735558585,-54.3131650873296,0,14.8,10.928176801932,4.79782843543193,1,1,1,1
"JERMAINEGRESHAM","TE","CIN",67.774804000232,-54.7326070852217,0,9.1,15.1145572531855,4.4860734150374,1,1,1,1
"MIKEWILLIAMS","WR","BUF",89.396875,-54.7601914018383,0,17.9,12.2591482558872,5.43823813462731,1,1,1,1
